season,game_id,date,week,team_id,school,conference,opponent_id,opponent,home_away,neutral_site,conference_game,completed,status,points_for,points_against,won,attendance,venue
2025,401762463,2025-09-14 00:30:00+00:00,3,2006,Akron,MAC,5,UAB,away,False,False,True,STATUS_FINAL,28.0,31.0,False,17823,Protective Stadium
2025,401762821,2025-09-20 22:00:00+00:00,4,2006,Akron,MAC,2184,Duquesne,home,False,False,True,STATUS_FINAL,51.0,7.0,True,8117,InfoCision Stadium
2025,401762824,2025-09-27 19:30:00+00:00,5,2006,Akron,MAC,2649,Toledo,away,False,False,True,STATUS_FINAL,3.0,45.0,False,24535,Glass Bowl
2025,401762829,2025-10-04 19:30:00+00:00,6,2006,Akron,MAC,2117,Central Michigan,home,False,False,True,STATUS_FINAL,28.0,22.0,True,8995,InfoCision Stadium
2025,401762833,2025-10-11 16:00:00+00:00,7,2006,Akron,MAC,193,Miami (OH),home,False,False,True,STATUS_FINAL,7.0,20.0,False,6575,InfoCision Stadium
2025,401762838,2025-10-18 19:30:00+00:00,8,2006,Akron,MAC,2050,Ball State,away,False,False,True,STATUS_FINAL,28.0,42.0,False,12248,Scheumann Stadium
2025,401762844,2025-10-25 17:00:00+00:00,9,2006,Akron,MAC,2084,Buffalo,away,False,False,True,STATUS_FINAL,24.0,16.0,True,12491,Broadview Stadium
2025,401762851,2025-11-05 00:00:00+00:00,11,2006,Akron,MAC,113,Massachusetts,home,False,False,True,STATUS_FINAL,44.0,10.0,True,5046,InfoCision Stadium
2025,401762856,2025-11-12 00:30:00+00:00,12,2006,Akron,MAC,2309,Kent State,home,False,False,True,STATUS_FINAL,35.0,42.0,False,8501,InfoCision Stadium
2025,401762862,2025-11-19 00:00:00+00:00,13,2006,Akron,MAC,189,Bowling Green,away,False,False,True,STATUS_FINAL,19.0,16.0,True,9867,Doyt L. Perry Stadium
2025,401752665,2025-08-30 19:30:00+00:00,1,333,Alabama,SEC,52,Florida State,away,False,False,True,STATUS_FINAL,17.0,31.0,False,67277,Doak Campbell Stadium
2025,401752681,2025-09-06 23:45:00+00:00,2,333,Alabama,SEC,2433,UL Monroe,home,False,False,True,STATUS_FINAL,73.0,0.0,True,100077,Bryant-Denny Stadium
2025,401752696,2025-09-13 16:00:00+00:00,3,333,Alabama,SEC,275,Wisconsin,home,False,False,True,STATUS_FINAL,38.0,14.0,True,100077,Bryant-Denny Stadium
2025,401752718,2025-09-27 23:30:00+00:00,5,333,Alabama,SEC,61,Georgia,away,False,False,True,STATUS_FINAL,24.0,21.0,True,93033,Sanford Stadium
2025,401752726,2025-10-04 19:30:00+00:00,6,333,Alabama,SEC,238,Vanderbilt,home,False,False,True,STATUS_FINAL,30.0,14.0,True,100077,Bryant-Denny Stadium
2025,401752734,2025-10-11 16:00:00+00:00,7,333,Alabama,SEC,142,Missouri,away,False,False,True,STATUS_FINAL,27.0,24.0,True,57321,Memorial Stadium
2025,401752738,2025-10-18 23:30:00+00:00,8,333,Alabama,SEC,2633,Tennessee,home,False,False,True,STATUS_FINAL,37.0,20.0,True,100077,Bryant-Denny Stadium
2025,401752751,2025-10-25 19:30:00+00:00,9,333,Alabama,SEC,2579,South Carolina,away,False,False,True,STATUS_FINAL,29.0,22.0,True,79537,Williams-Brice Stadium
2025,401752759,2025-11-09 00:30:00+00:00,11,333,Alabama,SEC,99,LSU,home,False,False,True,STATUS_FINAL,20.0,9.0,True,100077,Bryant-Denny Stadium
2025,401752765,2025-11-15 20:30:00+00:00,12,333,Alabama,SEC,201,Oklahoma,home,False,False,True,STATUS_FINAL,21.0,23.0,False,100077,Bryant-Denny Stadium
2025,401752773,2025-11-22 19:00:00+00:00,13,333,Alabama,SEC,2197,Eastern Illinois,home,False,False,True,STATUS_FINAL,56.0,0.0,True,100077,Bryant-Denny Stadium
2025,401752784,2025-11-30 00:30:00+00:00,14,333,Alabama,SEC,2,Auburn,away,False,False,True,STATUS_FINAL,27.0,20.0,True,88043,Jordan-Hare Stadium
2025,401777351,2025-12-06 21:00:00+00:00,15,333,Alabama,SEC,61,Georgia,home,True,False,True,STATUS_FINAL,7.0,28.0,False,77247,Mercedes-Benz Stadium
2025,401761589,2025-08-29 23:00:00+00:00,1,2026,App State,Sun Belt,2429,Charlotte,away,True,False,True,STATUS_FINAL,34.0,11.0,True,35718,Bank of America Stadium
2025,401761596,2025-09-06 19:30:00+00:00,2,2026,App State,Sun Belt,2815,Lindenwood,home,False,False,True,STATUS_FINAL,20.0,13.0,True,34921,Kidd Brewer Stadium
2025,401761607,2025-09-13 23:00:00+00:00,3,2026,App State,Sun Belt,2572,Southern Miss,away,False,False,True,STATUS_FINAL,22.0,38.0,False,24534,M. M. Roberts Stadium
2025,401760379,2025-09-27 23:30:00+00:00,5,2026,App State,Sun Belt,68,Boise State,away,False,False,True,STATUS_FINAL,14.0,47.0,False,32904,Albertsons Stadium
2025,401752940,2025-10-04 19:30:00+00:00,6,2026,App State,Sun Belt,204,Oregon State,home,False,False,True,STATUS_FINAL,27.0,23.0,True,35021,Kidd Brewer Stadium
2025,401761624,2025-10-11 19:30:00+00:00,7,2026,App State,Sun Belt,2247,Georgia State,away,False,False,True,STATUS_FINAL,41.0,20.0,True,19587,Center Parc Stadium
2025,401761629,2025-10-18 19:30:00+00:00,8,2026,App State,Sun Belt,324,Coastal Carolina,home,False,False,True,STATUS_FINAL,37.0,45.0,False,33862,Kidd Brewer Stadium
2025,401761635,2025-10-25 16:00:00+00:00,9,2026,App State,Sun Belt,295,Old Dominion,away,False,False,True,STATUS_FINAL,21.0,24.0,False,18097,S.B. Ballard Stadium
2025,401761644,2025-11-07 00:30:00+00:00,11,2026,App State,Sun Belt,290,Georgia Southern,home,False,False,True,STATUS_FINAL,23.0,25.0,False,31876,Kidd Brewer Stadium
2025,401761652,2025-11-15 20:30:00+00:00,12,2026,App State,Sun Belt,256,James Madison,away,False,False,True,STATUS_FINAL,10.0,58.0,False,25298,Bridgeforth Stadium
2025,401761656,2025-11-22 19:30:00+00:00,13,2026,App State,Sun Belt,276,Marshall,home,False,False,True,STATUS_FINAL,26.0,24.0,True,31322,Kidd Brewer Stadium
2025,401761661,2025-11-29 19:30:00+00:00,14,2026,App State,Sun Belt,2032,Arkansas State,home,False,False,True,STATUS_FINAL,29.0,30.0,False,23876,Kidd Brewer Stadium
2025,401756849,2025-08-31 02:30:00+00:00,1,12,Arizona,Big 12,62,Hawai'i,home,False,False,True,STATUS_FINAL,40.0,6.0,True,42423,Casino Del Sol Stadium
2025,401756879,2025-09-07 02:00:00+00:00,2,12,Arizona,Big 12,2692,Weber State,home,False,False,True,STATUS_FINAL,48.0,3.0,True,40038,Casino Del Sol Stadium
2025,401756888,2025-09-13 01:00:00+00:00,3,12,Arizona,Big 12,2306,Kansas State,home,False,False,True,STATUS_FINAL,23.0,17.0,True,40051,Casino Del Sol Stadium
2025,401756904,2025-09-27 23:00:00+00:00,5,12,Arizona,Big 12,66,Iowa State,away,False,False,True,STATUS_FINAL,14.0,39.0,False,61500,Jack Trice Stadium
2025,401756910,2025-10-04 19:00:00+00:00,6,12,Arizona,Big 12,197,Oklahoma State,home,False,False,True,STATUS_FINAL,41.0,13.0,True,40685,Casino Del Sol Stadium
2025,401756916,2025-10-12 00:00:00+00:00,7,12,Arizona,Big 12,252,BYU,home,False,False,True,STATUS_FINAL,27.0,33.0,False,47960,Casino Del Sol Stadium
2025,401756925,2025-10-18 16:00:00+00:00,8,12,Arizona,Big 12,248,Houston,away,False,False,True,STATUS_FINAL,28.0,31.0,False,28535,TDECU Stadium
2025,401756937,2025-11-01 23:00:00+00:00,10,12,Arizona,Big 12,38,Colorado,away,False,False,True,STATUS_FINAL,52.0,17.0,True,48322,Folsom Field
2025,401756943,2025-11-08 20:30:00+00:00,11,12,Arizona,Big 12,2305,Kansas,home,False,False,True,STATUS_FINAL,24.0,20.0,True,41115,Casino Del Sol Stadium
2025,401756951,2025-11-15 17:00:00+00:00,12,12,Arizona,Big 12,2132,Cincinnati,away,False,False,True,STATUS_FINAL,30.0,24.0,True,37099,Nippert Stadium
2025,401756954,2025-11-22 18:00:00+00:00,13,12,Arizona,Big 12,239,Baylor,home,False,False,True,STATUS_FINAL,41.0,17.0,True,40199,Casino Del Sol Stadium
2025,401756961,2025-11-29 02:00:00+00:00,14,12,Arizona,Big 12,9,Arizona State,away,False,False,True,STATUS_FINAL,23.0,7.0,True,54037,Mountain America Stadium
2025,401756850,2025-08-31 02:00:00+00:00,1,9,Arizona State,Big 12,2464,Northern Arizona,home,False,False,True,STATUS_FINAL,38.0,19.0,True,56759,Mountain America Stadium
2025,401752688,2025-09-06 23:30:00+00:00,2,9,Arizona State,Big 12,344,Mississippi State,away,False,False,True,STATUS_FINAL,20.0,24.0,False,50808,Davis Wade Stadium
2025,401756889,2025-09-14 02:30:00+00:00,3,9,Arizona State,Big 12,326,Texas State,home,False,False,True,STATUS_FINAL,34.0,15.0,True,54005,Mountain America Stadium
2025,401756896,2025-09-20 23:30:00+00:00,4,9,Arizona State,Big 12,239,Baylor,away,False,False,True,STATUS_FINAL,27.0,24.0,True,40964,McLane Stadium
2025,401756902,2025-09-27 01:00:00+00:00,5,9,Arizona State,Big 12,2628,TCU,home,False,False,True,STATUS_FINAL,27.0,24.0,True,53774,Mountain America Stadium
2025,401756922,2025-10-12 02:25:00+00:00,7,9,Arizona State,Big 12,254,Utah,away,False,False,True,STATUS_FINAL,10.0,42.0,False,51444,Rice-Eccles Stadium
2025,401756923,2025-10-18 20:00:00+00:00,8,9,Arizona State,Big 12,2641,Texas Tech,home,False,False,True,STATUS_FINAL,26.0,22.0,True,54177,Mountain America Stadium
2025,401756929,2025-10-26 00:00:00+00:00,9,9,Arizona State,Big 12,248,Houston,home,False,False,True,STATUS_FINAL,16.0,24.0,False,54256,Mountain America Stadium
2025,401756939,2025-11-01 17:00:00+00:00,10,9,Arizona State,Big 12,66,Iowa State,away,False,False,True,STATUS_FINAL,24.0,19.0,True,60899,Jack Trice Stadium
2025,401756948,2025-11-15 18:00:00+00:00,12,9,Arizona State,Big 12,277,West Virginia,home,False,False,True,STATUS_FINAL,25.0,23.0,True,54101,Mountain America Stadium
2025,401756956,2025-11-23 01:00:00+00:00,13,9,Arizona State,Big 12,38,Colorado,away,False,False,True,STATUS_FINAL,42.0,17.0,True,43348,Folsom Field
2025,401756961,2025-11-29 02:00:00+00:00,14,9,Arizona State,Big 12,12,Arizona,home,False,False,True,STATUS_FINAL,7.0,23.0,False,54037,Mountain America Stadium
2025,401752666,2025-08-30 20:15:00+00:00,1,8,Arkansas,SEC,2010,Alabama A&M,home,False,False,True,STATUS_FINAL,52.0,7.0,True,70827,Donald W. Reynolds Razorback Stadium
2025,401752682,2025-09-06 21:00:00+00:00,2,8,Arkansas,SEC,2032,Arkansas State,home,False,False,True,STATUS_FINAL,56.0,14.0,True,54224,War Memorial Stadium (AR)
2025,401752700,2025-09-13 23:00:00+00:00,3,8,Arkansas,SEC,145,Ole Miss,away,False,False,True,STATUS_FINAL,35.0,41.0,False,65068,Vaught-Hemingway Stadium
2025,401752708,2025-09-20 16:00:00+00:00,4,8,Arkansas,SEC,235,Memphis,away,False,False,True,STATUS_FINAL,31.0,32.0,False,39861,Simmons Bank Liberty Stadium
2025,401752717,2025-09-27 16:00:00+00:00,5,8,Arkansas,SEC,87,Notre Dame,home,False,False,True,STATUS_FINAL,13.0,56.0,False,75111,Donald W. Reynolds Razorback Stadium
2025,401752735,2025-10-11 20:15:00+00:00,7,8,Arkansas,SEC,2633,Tennessee,away,False,False,True,STATUS_FINAL,31.0,34.0,False,101915,Neyland Stadium
2025,401752739,2025-10-18 21:30:00+00:00,8,8,Arkansas,SEC,245,Texas A&M,home,False,False,True,STATUS_FINAL,42.0,45.0,False,73845,Donald W. Reynolds Razorback Stadium
2025,401752746,2025-10-25 16:45:00+00:00,9,8,Arkansas,SEC,2,Auburn,home,False,False,True,STATUS_FINAL,24.0,33.0,False,68922,Donald W. Reynolds Razorback Stadium
2025,401752753,2025-11-01 20:00:00+00:00,10,8,Arkansas,SEC,344,Mississippi State,home,False,False,True,STATUS_FINAL,35.0,38.0,False,68358,Donald W. Reynolds Razorback Stadium
2025,401752768,2025-11-15 17:45:00+00:00,12,8,Arkansas,SEC,99,LSU,away,False,False,True,STATUS_FINAL,22.0,23.0,False,100212,Tiger Stadium (LA)
2025,401752780,2025-11-22 20:30:00+00:00,13,8,Arkansas,SEC,251,Texas,away,False,False,True,STATUS_FINAL,37.0,52.0,False,102361,DKR-Texas Memorial Stadium
2025,401752783,2025-11-29 20:30:00+00:00,14,8,Arkansas,SEC,142,Missouri,home,False,False,True,STATUS_FINAL,17.0,31.0,False,61508,Donald W. Reynolds Razorback Stadium
2025,401761591,2025-08-30 23:00:00+00:00,1,2032,Arkansas State,Sun Belt,2546,Southeast Missouri State,home,False,False,True,STATUS_FINAL,42.0,24.0,True,18241,Centennial Bank Stadium
2025,401752682,2025-09-06 21:00:00+00:00,2,2032,Arkansas State,Sun Belt,8,Arkansas,away,False,False,True,STATUS_FINAL,14.0,56.0,False,54224,War Memorial Stadium (AR)
2025,401756890,2025-09-13 20:00:00+00:00,3,2032,Arkansas State,Sun Belt,66,Iowa State,home,False,False,True,STATUS_FINAL,16.0,24.0,False,22348,Centennial Bank Stadium
2025,401757261,2025-09-20 22:00:00+00:00,4,2032,Arkansas State,Sun Belt,338,Kennesaw State,away,False,False,True,STATUS_FINAL,21.0,28.0,False,10713,Walens Family Field at Fifth Third Stadium
2025,401761616,2025-09-27 19:00:00+00:00,5,2032,Arkansas State,Sun Belt,2433,UL Monroe,away,False,False,True,STATUS_FINAL,16.0,28.0,False,21147,Malone Stadium
2025,401761620,2025-10-04 20:00:00+00:00,6,2032,Arkansas State,Sun Belt,326,Texas State,home,False,False,True,STATUS_FINAL,31.0,30.0,True,15841,Centennial Bank Stadium
2025,401761628,2025-10-14 23:30:00+00:00,8,2032,Arkansas State,Sun Belt,6,South Alabama,away,False,False,True,STATUS_FINAL,15.0,14.0,True,19634,Hancock Whitney Stadium
2025,401761636,2025-10-25 23:00:00+00:00,9,2032,Arkansas State,Sun Belt,290,Georgia Southern,home,False,False,True,STATUS_FINAL,34.0,24.0,True,16341,Centennial Bank Stadium
2025,401761643,2025-11-02 00:00:00+00:00,10,2032,Arkansas State,Sun Belt,2653,Troy,away,False,False,True,STATUS_FINAL,23.0,10.0,True,23391,Veterans Memorial Stadium (AL)
2025,401761647,2025-11-08 17:00:00+00:00,11,2032,Arkansas State,Sun Belt,2572,Southern Miss,home,False,False,True,STATUS_FINAL,21.0,27.0,False,15441,Centennial Bank Stadium
2025,401761655,2025-11-21 00:30:00+00:00,13,2032,Arkansas State,Sun Belt,309,Louisiana,home,False,False,True,STATUS_FINAL,30.0,34.0,False,13571,Centennial Bank Stadium
2025,401761661,2025-11-29 19:30:00+00:00,14,2032,Arkansas State,Sun Belt,2026,App State,away,False,False,True,STATUS_FINAL,30.0,29.0,True,23876,Kidd Brewer Stadium
2025,401762432,2025-08-29 22:00:00+00:00,1,349,Army,American,2627,Tarleton State,home,False,False,True,STATUS_FINAL,27.0,30.0,False,23032,Michie Stadium
2025,401756882,2025-09-06 23:00:00+00:00,2,349,Army,American,2306,Kansas State,away,False,False,True,STATUS_FINAL,24.0,21.0,True,52723,Bill Snyder Family Stadium
2025,401762469,2025-09-20 16:00:00+00:00,4,349,Army,American,249,North Texas,home,False,False,True,STATUS_FINAL,38.0,45.0,False,28446,Michie Stadium
2025,401762471,2025-09-25 23:30:00+00:00,5,349,Army,American,151,East Carolina,away,False,False,True,STATUS_FINAL,6.0,28.0,False,32497,Dowdy-Ficklen Stadium
2025,401762476,2025-10-04 16:00:00+00:00,6,349,Army,American,5,UAB,away,False,False,True,STATUS_FINAL,31.0,13.0,True,22489,Protective Stadium
2025,401762483,2025-10-11 16:00:00+00:00,7,349,Army,American,2429,Charlotte,home,False,False,True,STATUS_FINAL,24.0,7.0,True,31172,Michie Stadium
2025,401762488,2025-10-18 16:00:00+00:00,8,349,Army,American,2655,Tulane,away,False,False,True,STATUS_FINAL,17.0,24.0,False,20027,Yulman Stadium
2025,401760401,2025-11-01 16:00:00+00:00,10,349,Army,American,2005,Air Force,away,False,False,True,STATUS_FINAL,20.0,17.0,True,39441,Falcon Stadium
2025,401762503,2025-11-08 17:00:00+00:00,11,349,Army,American,218,Temple,home,False,False,True,STATUS_FINAL,14.0,13.0,True,30594,Michie Stadium
2025,401762512,2025-11-22 17:00:00+00:00,13,349,Army,American,202,Tulsa,home,False,False,True,STATUS_FINAL,25.0,26.0,False,28705,Michie Stadium
2025,401762441,2025-11-29 20:30:00+00:00,14,349,Army,American,2636,UTSA,away,False,False,True,STATUS_FINAL,27.0,24.0,True,22620,Alamodome
2025,401762521,2025-12-13 20:00:00+00:00,16,349,Army,American,2426,Navy,away,True,False,True,STATUS_FINAL,16.0,17.0,False,70936,M&T Bank Stadium
2025,401752667,2025-08-30 00:00:00+00:00,1,2,Auburn,SEC,239,Baylor,away,False,False,True,STATUS_FINAL,38.0,24.0,True,45233,McLane Stadium
2025,401752683,2025-09-06 23:30:00+00:00,2,2,Auburn,SEC,2050,Ball State,home,False,False,True,STATUS_FINAL,42.0,3.0,True,88043,Jordan-Hare Stadium
2025,401752697,2025-09-13 16:45:00+00:00,3,2,Auburn,SEC,6,South Alabama,home,False,False,True,STATUS_FINAL,31.0,15.0,True,88043,Jordan-Hare Stadium
2025,401752714,2025-09-20 19:30:00+00:00,4,2,Auburn,SEC,201,Oklahoma,away,False,False,True,STATUS_FINAL,17.0,24.0,False,83639,"Memorial Stadium (Norman, OK)"
2025,401752724,2025-09-27 19:30:00+00:00,5,2,Auburn,SEC,245,Texas A&M,away,False,False,True,STATUS_FINAL,10.0,16.0,False,108449,Kyle Field
2025,401752731,2025-10-11 23:30:00+00:00,7,2,Auburn,SEC,61,Georgia,home,False,False,True,STATUS_FINAL,10.0,20.0,False,88043,Jordan-Hare Stadium
2025,401752740,2025-10-18 23:45:00+00:00,8,2,Auburn,SEC,142,Missouri,home,False,False,True,STATUS_FINAL,17.0,23.0,False,88043,Jordan-Hare Stadium
2025,401752746,2025-10-25 16:45:00+00:00,9,2,Auburn,SEC,8,Arkansas,away,False,False,True,STATUS_FINAL,33.0,24.0,True,68922,Donald W. Reynolds Razorback Stadium
2025,401752754,2025-11-01 23:30:00+00:00,10,2,Auburn,SEC,96,Kentucky,home,False,False,True,STATUS_FINAL,3.0,10.0,False,88043,Jordan-Hare Stadium
2025,401752764,2025-11-08 21:00:00+00:00,11,2,Auburn,SEC,238,Vanderbilt,away,False,False,True,STATUS_FINAL,38.0,45.0,False,35000,FirstBank Stadium
2025,401752774,2025-11-22 19:00:00+00:00,13,2,Auburn,SEC,2382,Mercer,home,False,False,True,STATUS_FINAL,62.0,17.0,True,88043,Jordan-Hare Stadium
2025,401752784,2025-11-30 00:30:00+00:00,14,2,Auburn,SEC,333,Alabama,home,False,False,True,STATUS_FINAL,20.0,27.0,False,88043,Jordan-Hare Stadium
2025,401756851,2025-08-31 00:00:00+00:00,1,252,BYU,Big 12,2502,Portland State,home,False,False,True,STATUS_FINAL,69.0,0.0,True,64494,LaVell Edwards Stadium
2025,401754526,2025-09-07 02:15:00+00:00,2,252,BYU,Big 12,24,Stanford,home,False,False,True,STATUS_FINAL,27.0,3.0,True,64692,LaVell Edwards Stadium
2025,401756898,2025-09-20 23:30:00+00:00,4,252,BYU,Big 12,151,East Carolina,away,False,False,True,STATUS_FINAL,34.0,13.0,True,47213,Dowdy-Ficklen Stadium
2025,401756903,2025-09-28 02:15:00+00:00,5,252,BYU,Big 12,38,Colorado,away,False,False,True,STATUS_FINAL,24.0,21.0,True,52265,Folsom Field
2025,401756909,2025-10-04 02:30:00+00:00,6,252,BYU,Big 12,277,West Virginia,home,False,False,True,STATUS_FINAL,38.0,24.0,True,63917,LaVell Edwards Stadium
2025,401756916,2025-10-12 00:00:00+00:00,7,252,BYU,Big 12,12,Arizona,away,False,False,True,STATUS_FINAL,33.0,27.0,True,47960,Casino Del Sol Stadium
2025,401756924,2025-10-19 00:00:00+00:00,8,252,BYU,Big 12,254,Utah,home,False,False,True,STATUS_FINAL,24.0,21.0,True,64794,LaVell Edwards Stadium
2025,401756931,2025-10-25 19:30:00+00:00,9,252,BYU,Big 12,66,Iowa State,away,False,False,True,STATUS_FINAL,41.0,27.0,True,61500,Jack Trice Stadium
2025,401756945,2025-11-08 17:00:00+00:00,11,252,BYU,Big 12,2641,Texas Tech,away,False,False,True,STATUS_FINAL,7.0,29.0,False,60229,Galaxy Stadium
2025,401756950,2025-11-16 03:15:00+00:00,12,252,BYU,Big 12,2628,TCU,home,False,False,True,STATUS_FINAL,44.0,13.0,True,64447,LaVell Edwards Stadium
2025,401756955,2025-11-23 01:00:00+00:00,13,252,BYU,Big 12,2132,Cincinnati,away,False,False,True,STATUS_FINAL,26.0,14.0,True,38034,Nippert Stadium
2025,401756963,2025-11-29 18:00:00+00:00,14,252,BYU,Big 12,2116,UCF,home,False,False,True,STATUS_FINAL,41.0,21.0,True,60389,LaVell Edwards Stadium
2025,401777327,2025-12-06 17:00:00+00:00,15,252,BYU,Big 12,2641,Texas Tech,away,True,False,True,STATUS_FINAL,7.0,34.0,False,85519,AT&T Stadium
2025,401752801,2025-08-30 16:00:00+00:00,1,2050,Ball State,MAC,2509,Purdue,away,False,False,True,STATUS_FINAL,0.0,31.0,False,53994,Ross-Ade Stadium
2025,401752683,2025-09-06 23:30:00+00:00,2,2050,Ball State,MAC,2,Auburn,away,False,False,True,STATUS_FINAL,3.0,42.0,False,88043,Jordan-Hare Stadium
2025,401762818,2025-09-13 18:00:00+00:00,3,2050,Ball State,MAC,160,New Hampshire,home,False,False,True,STATUS_FINAL,34.0,29.0,True,10512,Scheumann Stadium
2025,401757169,2025-09-20 19:30:00+00:00,4,2050,Ball State,MAC,41,UConn,away,False,False,True,STATUS_FINAL,25.0,31.0,False,25025,Pratt & Whitney Stadium
2025,401762830,2025-10-04 16:00:00+00:00,6,2050,Ball State,MAC,195,Ohio,home,False,False,True,STATUS_FINAL,20.0,14.0,True,8427,Scheumann Stadium
2025,401762834,2025-10-11 19:30:00+00:00,7,2050,Ball State,MAC,2711,Western Michigan,away,False,False,True,STATUS_FINAL,0.0,42.0,False,20032,Waldo Stadium
2025,401762838,2025-10-18 19:30:00+00:00,8,2050,Ball State,MAC,2006,Akron,home,False,False,True,STATUS_FINAL,42.0,28.0,True,12248,Scheumann Stadium
2025,401762845,2025-10-25 19:30:00+00:00,9,2050,Ball State,MAC,2459,Northern Illinois,away,False,False,True,STATUS_FINAL,7.0,21.0,False,10124,Huskie Stadium
2025,401762853,2025-11-06 00:00:00+00:00,11,2050,Ball State,MAC,2309,Kent State,home,False,False,True,STATUS_FINAL,17.0,13.0,True,5225,Scheumann Stadium
2025,401762861,2025-11-15 17:00:00+00:00,12,2050,Ball State,MAC,2199,Eastern Michigan,home,False,False,True,STATUS_FINAL,9.0,24.0,False,8430,Scheumann Stadium
2025,401762867,2025-11-22 19:00:00+00:00,13,2050,Ball State,MAC,2649,Toledo,away,False,False,True,STATUS_FINAL,9.0,38.0,False,15127,Glass Bowl
2025,401762875,2025-11-29 17:00:00+00:00,14,2050,Ball State,MAC,193,Miami (OH),away,False,False,True,STATUS_FINAL,24.0,45.0,False,11137,Yager Stadium
2025,401752667,2025-08-30 00:00:00+00:00,1,239,Baylor,Big 12,2,Auburn,home,False,False,True,STATUS_FINAL,24.0,38.0,False,45233,McLane Stadium
2025,401754525,2025-09-06 16:00:00+00:00,2,239,Baylor,Big 12,2567,SMU,away,False,False,True,STATUS_FINAL,48.0,45.0,True,34852,Gerald J. Ford Stadium
2025,401756891,2025-09-13 16:00:00+00:00,3,239,Baylor,Big 12,2535,Samford,home,False,False,True,STATUS_FINAL,42.0,7.0,True,41215,McLane Stadium
2025,401756896,2025-09-20 23:30:00+00:00,4,239,Baylor,Big 12,9,Arizona State,home,False,False,True,STATUS_FINAL,24.0,27.0,False,40964,McLane Stadium
2025,401756907,2025-09-27 19:30:00+00:00,5,239,Baylor,Big 12,197,Oklahoma State,away,False,False,True,STATUS_FINAL,45.0,27.0,True,45689,Boone Pickens Stadium
2025,401756911,2025-10-04 16:00:00+00:00,6,239,Baylor,Big 12,2306,Kansas State,home,False,False,True,STATUS_FINAL,35.0,34.0,True,35596,McLane Stadium
2025,401756927,2025-10-18 16:00:00+00:00,8,239,Baylor,Big 12,2628,TCU,away,False,False,True,STATUS_FINAL,36.0,42.0,False,43868,Amon G. Carter Stadium
2025,401756930,2025-10-25 20:00:00+00:00,9,239,Baylor,Big 12,2132,Cincinnati,away,False,False,True,STATUS_FINAL,20.0,41.0,False,38007,Nippert Stadium
2025,401756936,2025-11-01 16:00:00+00:00,10,239,Baylor,Big 12,2116,UCF,home,False,False,True,STATUS_FINAL,30.0,3.0,True,40212,McLane Stadium
2025,401756949,2025-11-16 00:00:00+00:00,12,239,Baylor,Big 12,254,Utah,home,False,False,True,STATUS_FINAL,28.0,55.0,False,38186,McLane Stadium
