fumbles_lost,completion_pct,interceptions_thrown,pass_yards_per_game,passer_rating,rush_yards_per_game,yards_per_carry,sacks,tackles_for_loss,total_tackles,interceptions_caught,points_per_game,team_id,school
0.0,70.6,4.0,267.0,183.35292,241.0,6.5,10.0,19.0,249.0,4.0,33.5,235,Memphis
0.0,41.4,1.0,84.0,106.07862,376.0,6.9,6.0,13.0,125.0,0.0,36.0,2426,Navy
0.0,72.2,2.0,319.66666,152.86783,139.0,3.9,4.0,5.0,206.0,1.0,31.667,249,North Texas
0.0,58.5,0.0,73.333336,119.95756,243.7,5.0,5.0,9.0,209.0,1.0,17.333,242,Rice
0.0,66.3,0.0,220.0,145.4277,176.0,5.6,3.0,18.0,209.0,2.0,35.333,58,South Florida
0.0,55.7,1.0,137.66667,131.25935,221.3,5.2,3.0,7.0,172.0,2.0,31.667,218,Temple
0.0,56.4,0.0,193.66667,127.02154,120.3,4.1,2.0,9.0,215.0,0.0,17.0,2655,Tulane
0.0,56.6,1.0,172.33333,122.1836,220.3,5.6,10.0,13.0,219.0,3.0,29.667,202,Tulsa
0.0,55.4,3.0,159.33333,110.71892,178.0,4.1,4.0,10.0,183.0,1.0,21.0,5,UAB
0.0,68.4,1.0,201.0,136.48842,154.7,5.5,2.0,5.0,253.0,4.0,27.333,2636,UTSA
0.0,78.3,3.0,306.0,167.57245,123.3,4.0,9.0,14.0,181.0,1.0,31.333,12,Arizona
0.0,62.4,2.0,260.33334,160.49548,165.7,4.6,5.0,10.0,177.0,2.0,38.0,9,Arizona State
0.0,69.2,2.0,219.0,178.30153,262.7,6.7,4.0,15.0,171.0,5.0,44.0,252,BYU
0.0,61.2,4.0,306.33334,140.25816,162.3,3.7,10.0,20.0,182.0,4.0,32.0,239,Baylor
0.0,78.7,0.0,222.0,160.23932,269.7,6.3,8.0,13.0,184.0,3.0,43.667,2132,Cincinnati
0.0,64.8,2.0,230.0,145.99825,181.0,4.5,7.0,19.0,197.0,1.0,24.333,38,Colorado
0.0,70.5,1.0,263.33334,177.65001,264.0,6.4,6.0,11.0,151.0,3.0,45.333,248,Houston
0.0,57.4,1.0,151.33333,148.60443,203.7,5.5,6.0,15.0,184.0,2.0,35.333,66,Iowa State
0.0,55.1,3.0,248.33333,137.3993,178.7,4.2,5.0,17.0,169.0,0.0,29.667,2305,Kansas
0.0,70.8,2.0,222.0,151.6472,269.3,6.7,11.0,27.0,141.0,0.0,45.333,2306,Kansas State
0.0,67.5,4.0,306.33334,150.32999,221.7,5.5,4.0,12.0,158.0,2.0,36.0,197,Oklahoma State
0.0,69.9,1.0,301.0,174.01872,174.0,4.5,7.0,14.0,152.0,2.0,34.667,2628,TCU
0.0,71.1,3.0,250.66667,149.72665,165.3,4.2,8.0,12.0,187.0,2.0,32.0,2641,Texas Tech
0.0,60.0,2.0,157.33333,129.33714,228.0,6.8,6.0,16.0,217.0,4.0,41.333,2116,UCF
0.0,68.1,1.0,285.33334,177.49736,232.7,5.8,9.0,12.0,172.0,3.0,47.333,254,Utah
0.0,67.4,0.0,177.0,216.76651,281.3,5.2,10.0,17.0,208.0,1.0,40.333,277,West Virginia
0.0,73.2,2.0,252.66667,177.87509,153.0,5.3,3.0,8.0,184.0,2.0,39.0,356,Illinois
0.0,71.9,0.0,240.0,247.21368,221.0,5.7,7.0,20.0,176.0,3.0,48.333,84,Indiana
0.0,64.5,1.0,209.0,132.77354,268.0,7.4,8.0,13.0,163.0,3.0,37.0,2294,Iowa
0.0,73.2,0.0,330.0,159.18048,184.7,5.7,11.0,15.0,169.0,3.0,42.0,120,Maryland
0.0,61.8,1.0,175.66667,143.73175,147.7,4.1,10.0,20.0,189.0,2.0,27.333,130,Michigan
0.0,67.9,2.0,194.66667,138.3923,150.7,3.7,7.0,10.0,167.0,1.0,25.0,127,Michigan State
0.0,66.1,1.0,277.0,138.24571,117.0,4.1,4.0,15.0,176.0,0.0,37.667,135,Minnesota
0.0,68.9,1.0,257.66666,171.94,263.0,6.5,9.0,16.0,154.0,2.0,46.333,158,Nebraska
0.0,67.4,0.0,257.0,190.17564,203.0,5.0,3.0,6.0,144.0,3.0,37.5,77,Northwestern
0.0,72.2,4.0,364.66666,189.53856,158.7,4.6,4.0,12.0,178.0,3.0,46.0,194,Ohio State
0.0,70.0,0.0,340.0,184.12,166.0,4.7,5.0,8.0,179.0,5.0,49.667,2483,Oregon
0.0,70.0,0.0,287.0,197.845,205.0,5.1,5.0,11.0,160.0,2.0,42.333,213,Penn State
0.0,73.8,1.0,366.66666,180.1088,122.0,3.4,6.0,14.0,202.0,1.0,39.333,2509,Purdue
0.0,57.8,9.0,280.33334,138.19763,116.3,3.6,2.0,5.0,189.0,2.0,25.667,164,Rutgers
0.0,61.0,2.0,203.66667,135.01715,286.7,7.0,7.0,9.0,198.0,4.0,41.667,26,UCLA
0.0,76.2,2.0,324.75,187.66153,175.5,4.7,8.0,14.0,198.0,3.0,43.0,30,USC
0.0,70.5,1.0,305.0,155.25858,129.7,4.4,8.0,21.0,171.0,5.0,29.333,264,Washington
0.0,63.5,2.0,250.66667,152.03175,139.0,4.5,3.0,10.0,186.0,2.0,34.333,275,Wisconsin
0.0,58.3,3.0,325.66666,146.63332,101.0,3.2,10.0,13.0,194.0,1.0,30.0,48,Delaware
0.0,57.7,5.0,316.33334,124.11231,109.7,3.3,7.0,15.0,198.0,1.0,17.333,2229,Florida International
0.0,69.9,2.0,229.25,166.49107,132.0,4.0,7.0,21.0,290.0,4.0,28.5,55,Jacksonville State
0.0,68.0,2.0,225.0,126.04776,157.0,4.8,3.0,7.0,207.0,1.0,24.333,338,Kennesaw State
0.0,56.9,0.0,221.33333,166.26332,165.3,4.0,5.0,18.0,155.0,2.0,29.333,2335,Liberty
0.0,59.8,1.0,205.33333,127.611755,154.0,5.6,1.0,5.0,186.0,1.0,30.333,2393,Middle Tennessee
0.0,69.0,1.0,223.33333,159.10365,157.3,4.2,5.0,10.0,206.0,1.0,24.0,2623,Missouri State
0.0,58.4,3.0,282.0,142.56395,135.7,4.2,4.0,11.0,184.0,3.0,29.0,166,New Mexico State
0.0,67.3,1.0,345.66666,171.98352,108.7,3.3,9.0,13.0,193.0,2.0,32.333,2534,Sam Houston
0.0,54.1,3.0,146.0,85.12752,113.3,3.1,2.0,7.0,177.0,1.0,11.333,98,Western Kentucky
0.0,72.1,0.0,277.66666,176.60324,130.0,3.6,7.0,15.0,153.0,3.0,40.0,87,Notre Dame
0.0,67.1,2.0,249.66667,171.1405,193.7,5.0,4.0,10.0,217.0,2.0,39.333,41,UConn
0.0,73.3,0.0,203.66667,140.87715,146.0,4.6,2.0,7.0,178.0,1.0,22.667,2006,Akron
0.0,63.3,2.0,156.33333,113.579994,142.3,4.5,7.0,13.0,189.0,3.0,19.667,2050,Ball State
0.0,63.2,2.0,147.33333,121.70588,93.0,2.8,3.0,6.0,200.0,2.0,9.0,189,Bowling Green
0.0,51.3,1.0,165.0,101.06176,106.7,3.3,4.0,14.0,200.0,1.0,18.0,2084,Buffalo
0.0,47.7,3.0,46.0,60.14,219.3,4.9,3.0,4.0,203.0,4.0,14.667,2117,Central Michigan
0.0,62.0,3.0,181.25,111.75504,84.8,3.1,5.0,13.0,252.0,3.0,16.5,2199,Eastern Michigan
0.0,54.2,4.0,133.33333,94.62334,122.0,3.6,7.0,14.0,183.0,4.0,13.0,2309,Kent State
0.0,73.8,1.0,173.33333,169.04918,182.3,5.4,7.0,8.0,209.0,5.0,36.667,113,Massachusetts
0.0,62.5,2.0,277.33334,165.48499,101.3,3.5,5.0,10.0,182.0,0.0,30.0,193,Miami (OH)
0.0,57.8,2.0,165.0,127.25542,152.3,4.3,2.0,15.0,218.0,0.0,28.667,195,Ohio
0.0,57.1,5.0,215.0,111.08448,113.5,3.8,6.0,13.0,260.0,0.0,20.5,16,Sacramento State
0.0,64.1,2.0,312.66666,168.77884,146.7,4.9,6.0,12.0,223.0,1.0,44.0,2649,Toledo
0.0,70.1,0.0,157.0,153.52686,165.7,4.1,3.0,5.0,225.0,1.0,29.667,2711,Western Michigan
0.0,54.5,1.0,99.0,151.1,319.0,5.2,1.0,3.0,96.0,3.0,33.0,2005,Air Force
0.0,58.5,1.0,269.33334,111.95183,77.0,2.9,4.0,11.0,175.0,2.0,20.667,62,Hawai'i
0.0,55.8,5.0,171.66667,111.93713,194.3,5.3,7.0,12.0,202.0,0.0,25.333,2440,Nevada
0.0,51.6,0.0,149.33333,133.37032,187.0,4.2,9.0,18.0,164.0,7.0,38.0,167,New Mexico
0.0,67.0,2.0,211.75,159.69443,158.8,4.0,7.0,12.0,221.0,7.0,35.0,2449,North Dakota State
0.0,67.0,3.0,188.0,116.32413,68.3,2.3,7.0,14.0,205.0,4.0,13.667,2459,Northern Illinois
0.0,60.0,5.0,258.0,133.32275,146.3,4.3,7.0,13.0,270.0,4.0,23.25,23,San José State
0.0,58.4,1.0,203.33333,121.57574,171.7,4.2,7.0,9.0,178.0,1.0,16.0,2439,UNLV
0.0,63.0,1.0,139.33333,160.54666,140.3,4.1,4.0,9.0,218.0,1.0,22.667,2638,UTEP
0.0,59.2,5.0,153.0,105.08421,153.3,4.8,3.0,11.0,228.0,2.0,14.667,2751,Wyoming
0.0,61.4,0.0,203.33333,141.86,258.3,5.9,5.0,16.0,145.0,3.0,34.333,68,Boise State
0.0,63.4,2.0,281.33334,155.2107,177.3,6.0,5.0,11.0,209.0,7.0,38.667,36,Colorado State
0.0,64.9,1.0,204.0,145.19836,133.3,4.0,6.0,12.0,204.0,5.0,25.0,278,Fresno State
0.0,64.0,1.0,386.33334,155.83824,75.0,3.0,7.0,11.0,228.0,2.0,32.0,204,Oregon State
0.0,52.8,4.0,137.0,107.81333,191.0,4.6,6.0,9.0,206.0,3.0,25.333,21,San Diego State
0.0,65.4,3.0,216.0,145.57039,262.3,5.6,1.0,9.0,237.0,2.0,27.333,326,Texas State
0.0,51.0,8.0,190.33333,95.38117,98.3,3.0,5.0,14.0,210.0,0.0,10.333,328,Utah State
0.0,62.7,3.0,134.33333,113.950745,172.3,5.1,1.0,8.0,168.0,2.0,21.667,265,Washington State
0.0,68.2,2.0,256.0,154.5294,209.7,5.0,10.0,14.0,165.0,5.0,47.667,333,Alabama
0.0,60.0,2.0,264.66666,123.759995,75.3,2.3,6.0,14.0,164.0,1.0,19.333,8,Arkansas
0.0,64.4,4.0,266.66666,140.51845,191.7,4.7,7.0,17.0,204.0,4.0,33.0,2,Auburn
0.0,74.1,3.0,298.33334,187.61853,246.0,6.0,11.0,20.0,197.0,3.0,54.0,57,Florida
0.0,73.4,0.0,285.66666,214.24658,253.3,7.3,8.0,18.0,170.0,2.0,59.333,61,Georgia
0.0,64.9,1.0,233.0,168.73999,141.3,4.2,6.0,10.0,208.0,4.0,31.0,96,Kentucky
0.0,62.5,5.0,291.33334,136.1523,209.3,4.4,14.0,20.0,174.0,3.0,40.0,99,LSU
0.0,68.1,1.0,300.66666,192.57649,244.0,6.3,7.0,12.0,213.0,2.0,47.0,344,Mississippi State
0.0,67.1,0.0,246.66667,174.89511,173.7,4.6,8.0,15.0,196.0,3.0,39.667,142,Missouri
0.0,61.5,3.0,219.33333,149.8446,110.3,3.3,12.0,20.0,195.0,0.0,25.0,201,Oklahoma
0.0,68.1,3.0,330.66666,152.23177,114.0,3.8,6.0,17.0,201.0,2.0,38.0,145,Ole Miss
0.0,63.6,3.0,248.66667,140.59999,277.3,7.0,8.0,16.0,150.0,2.0,45.333,2579,South Carolina
0.0,66.2,0.0,211.66667,169.65622,298.7,6.7,13.0,22.0,182.0,2.0,47.667,2633,Tennessee
0.0,63.2,2.0,242.33333,139.15245,175.0,4.2,5.0,14.0,182.0,3.0,37.667,251,Texas
0.0,58.9,3.0,222.66667,124.525,171.7,4.4,4.0,12.0,173.0,2.0,39.667,245,Texas A&M
0.0,61.1,2.0,241.66667,139.40668,139.3,4.2,12.0,18.0,188.0,3.0,32.667,238,Vanderbilt
0.0,75.0,1.0,320.0,166.14539,172.3,4.5,5.0,15.0,169.0,5.0,36.0,2026,App State
0.0,63.4,4.0,197.66667,136.70366,164.3,5.0,3.0,6.0,179.0,5.0,27.667,2032,Arkansas State
0.0,54.9,0.0,277.33334,160.35098,146.0,4.3,7.0,13.0,219.0,3.0,27.667,324,Coastal Carolina
0.0,64.8,1.0,260.66666,119.59625,122.0,4.2,8.0,26.0,156.0,2.0,21.667,290,Georgia Southern
0.0,67.6,4.0,271.33334,138.09142,239.0,6.0,6.0,11.0,155.0,2.0,40.0,2247,Georgia State
0.0,70.4,0.0,220.33333,176.40732,211.7,5.6,4.0,11.0,226.0,2.0,44.333,256,James Madison
0.0,72.5,3.0,184.33333,135.8826,204.7,5.0,6.0,14.0,177.0,5.0,29.667,309,Louisiana
0.0,62.2,2.0,220.66667,149.29333,122.3,3.6,10.0,22.0,234.0,4.0,37.667,2348,Louisiana Tech
0.0,66.2,1.0,160.33333,124.25142,146.7,4.0,2.0,4.0,202.0,2.0,19.333,276,Marshall
0.0,55.6,2.0,141.33333,132.89334,159.7,4.1,11.0,19.0,252.0,1.0,23.0,295,Old Dominion
0.0,67.1,0.0,214.0,151.84886,229.7,4.6,5.0,7.0,146.0,3.0,34.667,6,South Alabama
0.0,59.5,5.0,232.0,112.33891,156.3,4.3,5.0,10.0,239.0,4.0,25.667,2572,Southern Miss
0.0,51.8,1.0,198.66667,131.49411,165.3,4.1,7.0,19.0,161.0,1.0,25.0,2653,Troy
0.0,59.1,3.0,175.66667,114.773544,173.0,4.4,4.0,9.0,201.0,1.0,22.667,2433,UL Monroe
