fumbles_lost,completion_pct,interceptions_thrown,pass_yards_per_game,passer_rating,rush_yards_per_game,yards_per_carry,sacks,tackles_for_loss,total_tackles,interceptions_caught,points_per_game,team_id,school
10.0,62.892,13.0,264.58334,139.18355,126.417,3.831,24.0,57.0,821.0,7.0,24.5,356,Illinois
8.0,58.743,10.0,212.75,128.0985,120.917,3.351,21.0,72.0,751.0,10.0,22.167,84,Indiana
10.0,49.845,9.0,123.15385,95.10684,117.077,3.382,27.0,69.0,883.0,10.0,16.615,2294,Iowa
8.0,65.854,12.0,284.83334,142.48827,108.917,3.745,31.0,61.5,770.0,15.0,29.583,120,Maryland
2.0,73.968,5.0,218.76923,168.6376,161.769,4.266,33.0,73.0,724.0,16.0,36.692,130,Michigan
9.0,58.311,13.0,199.83333,116.787766,89.5,2.903,29.0,67.0,854.0,9.0,15.917,127,Michigan State
6.0,52.703,10.0,153.16667,113.71071,149.417,3.889,23.0,48.0,702.0,12.0,20.167,135,Minnesota
15.0,52.107,16.0,135.91667,104.98228,176.833,4.439,32.0,76.0,774.0,9.0,17.5,158,Nebraska
1.0,62.0,8.0,200.08333,132.02342,105.0,2.951,25.0,58.0,824.0,11.0,22.75,77,Northwestern
5.0,65.16,7.0,282.66666,160.03156,142.333,4.291,22.0,62.0,721.0,7.0,32.833,194,Ohio State
5.0,60.753,1.0,204.33333,139.53102,186.667,4.6,49.0,102.0,653.0,12.0,37.167,213,Penn State
8.0,59.694,10.0,211.16667,121.51715,168.75,4.383,35.0,71.0,692.0,10.0,24.083,2509,Purdue
5.0,48.387,8.0,142.0,105.788155,165.417,4.206,19.0,47.0,748.0,8.0,22.75,164,Rutgers
11.0,59.207,5.0,206.91667,113.95574,163.917,4.683,29.0,75.0,765.0,12.0,22.833,275,Wisconsin
9.0,57.441,12.0,230.0,122.04482,90.25,2.85,17.0,72.0,849.0,6.0,20.25,2229,Florida International
7.0,51.429,9.0,165.58333,110.22601,232.25,4.864,36.0,85.0,885.0,16.0,29.833,55,Jacksonville State
11.0,58.423,5.0,212.0,174.48087,302.923,6.134,25.0,76.0,790.0,21.0,40.769,2335,Liberty
7.0,63.744,11.0,260.91666,133.36143,124.583,3.924,16.0,66.0,826.0,5.0,25.917,2348,Louisiana Tech
8.0,67.352,13.0,266.0,139.96396,125.083,3.909,23.0,70.0,831.0,8.0,24.25,2393,Middle Tennessee
5.0,60.87,9.0,224.85715,152.94029,203.786,5.811,31.0,75.0,876.0,6.0,28.714,166,New Mexico State
4.0,62.946,12.0,222.58333,118.717896,88.833,2.897,17.0,50.0,656.0,13.0,20.0,2534,Sam Houston
6.0,53.939,12.0,217.66667,126.153,144.333,3.875,26.0,54.0,697.0,6.0,19.917,2638,UTEP
6.0,62.112,12.0,287.91666,139.77577,108.083,4.028,24.0,48.0,738.0,14.0,29.833,98,Western Kentucky
11.0,50.61,11.0,102.833336,114.48296,208.667,4.362,21.0,52.0,765.0,9.0,20.5,349,Army
6.0,60.92,11.0,214.08333,129.88264,142.167,4.374,18.0,54.0,783.0,8.0,23.167,113,Massachusetts
8.0,63.855,9.0,247.75,161.48633,181.5,5.325,27.0,67.0,736.0,15.0,38.583,87,Notre Dame
10.0,57.48,7.0,190.33333,114.55769,136.583,4.149,17.0,68.0,788.0,6.0,19.083,41,UConn
6.0,60.706,15.0,197.58333,108.276306,81.0,2.809,23.0,72.0,823.0,6.0,16.25,2006,Akron
7.0,59.211,9.0,136.58333,108.34313,171.5,4.351,25.0,68.0,722.0,5.0,18.25,2050,Ball State
5.0,60.188,14.0,186.08333,126.76172,142.167,4.181,33.0,64.0,773.0,16.0,25.75,189,Bowling Green
8.0,53.807,11.0,185.25,107.34169,133.583,3.685,18.0,71.0,725.0,11.0,20.75,2084,Buffalo
4.0,56.308,11.0,184.66667,122.03997,159.417,4.204,19.0,57.0,771.0,5.0,22.917,2117,Central Michigan
5.0,56.402,10.0,158.58333,109.10177,115.0,3.476,21.0,57.0,920.0,7.0,20.333,2199,Eastern Michigan
6.0,52.288,6.0,164.5,114.417145,105.917,2.882,12.0,52.0,749.0,6.0,14.667,2309,Kent State
6.0,56.184,7.0,174.76923,137.33044,156.154,4.403,34.0,71.0,887.0,10.0,26.923,193,Miami (OH)
9.0,57.143,7.0,186.25,121.62166,178.833,5.049,22.0,54.0,768.0,9.0,25.25,2459,Northern Illinois
4.0,62.125,9.0,210.58333,128.55113,137.083,3.747,31.0,87.0,740.0,12.0,22.917,195,Ohio
11.0,63.557,9.0,223.46153,154.46317,202.615,5.216,35.0,72.0,908.0,11.0,33.615,2649,Toledo
4.0,62.85,9.0,211.16667,123.34923,153.833,3.854,25.0,63.0,769.0,9.0,23.667,2711,Western Michigan
11.0,52.0,6.0,88.333336,148.84001,275.75,5.044,26.0,59.0,677.0,9.0,27.75,2005,Air Force
8.0,58.12,12.0,229.3077,141.42662,214.846,5.34,36.0,80.5,784.0,11.0,32.923,68,Boise State
7.0,62.076,18.0,306.5,132.36278,92.833,3.355,33.0,86.0,979.0,9.0,26.083,36,Colorado State
1.0,64.017,11.0,274.08334,135.16518,104.333,3.672,26.0,65.0,766.0,16.0,30.083,278,Fresno State
8.0,62.756,15.0,276.3846,129.96658,75.385,3.015,23.0,68.0,753.0,7.0,21.538,62,Hawai'i
8.0,55.362,12.0,175.16667,105.326324,124.833,3.381,17.0,52.0,732.0,9.0,17.333,2440,Nevada
5.0,56.091,10.0,217.91667,128.54454,192.667,5.255,15.0,47.0,710.0,4.0,27.25,167,New Mexico
7.0,63.323,10.0,171.75,121.67023,154.25,4.077,18.0,48.0,719.0,12.0,20.5,21,San Diego State
4.0,61.85,4.0,219.83333,142.65474,186.167,5.53,21.0,62.0,751.0,12.0,33.333,23,San José State
7.0,61.518,10.0,235.23077,138.22913,179.538,4.541,25.0,68.0,907.0,14.0,34.308,2439,UNLV
6.0,61.881,18.0,259.75,144.73244,186.583,4.825,24.0,71.0,914.0,10.0,34.083,328,Utah State
5.0,60.65,6.0,167.25,141.00272,157.5,4.426,24.0,58.0,811.0,10.0,25.667,2751,Wyoming
3.0,72.3,10.0,304.5,165.99083,148.917,4.804,31.0,69.0,757.0,6.0,34.0,12,Arizona
6.0,55.227,14.0,210.33333,103.0454,111.917,3.591,26.0,65.0,760.0,5.0,17.75,9,Arizona State
11.0,59.0,13.0,214.58333,123.904205,181.083,4.673,23.0,49.0,832.0,11.0,31.583,25,California
7.0,68.143,4.0,294.66666,149.30885,68.917,2.31,28.0,66.0,786.0,10.0,28.0,38,Colorado
2.0,77.119,5.0,342.76923,185.06812,184.615,5.882,34.0,67.0,810.0,11.0,44.154,2483,Oregon
5.0,58.239,7.0,246.08333,148.1661,180.833,5.058,36.0,71.0,766.0,12.0,33.833,204,Oregon State
4.0,54.824,10.0,233.0,113.922775,118.917,3.447,23.0,53.0,771.0,8.0,20.75,24,Stanford
8.0,57.068,14.0,229.08333,128.32576,191.083,4.67,41.0,99.0,746.0,14.0,25.75,26,UCLA
11.0,67.991,5.0,329.75,167.21486,138.833,4.857,27.0,80.0,802.0,7.0,41.667,30,USC
1.0,57.325,9.0,173.58333,123.082924,186.25,4.374,33.0,69.0,688.0,8.0,24.5,254,Utah
7.0,66.116,10.0,343.84616,163.43002,125.231,4.522,19.0,57.0,836.0,16.0,37.692,264,Washington
12.0,66.667,9.0,336.75,147.16919,85.0,2.982,24.0,62.0,815.0,8.0,32.0,265,Washington State
4.0,63.576,6.0,228.46153,167.34004,172.692,4.334,38.0,82.0,842.0,12.0,34.923,333,Alabama
10.0,64.087,8.0,187.5,140.12418,139.0,3.534,29.0,75.0,767.0,12.0,26.75,8,Arkansas
5.0,61.091,11.0,157.08333,131.073,198.417,4.981,28.0,71.0,710.0,11.0,27.25,2,Auburn
7.0,72.308,5.0,259.25,153.67387,149.5,4.261,22.0,58.0,688.0,3.0,28.5,57,Florida
7.0,71.963,7.0,305.6154,165.94388,177.308,5.077,29.0,68.0,687.0,12.0,38.385,61,Georgia
6.0,56.196,10.0,203.75,131.49161,130.667,4.962,27.0,73.0,789.0,10.0,28.583,96,Kentucky
3.0,69.672,4.0,334.25,196.5088,213.5,6.326,26.0,65.0,884.0,10.0,46.417,99,LSU
4.0,57.759,10.0,181.83333,118.90314,146.75,4.392,27.0,67.0,952.0,7.0,21.833,344,Mississippi State
2.0,65.833,7.0,273.5,158.69447,169.417,4.589,35.0,78.0,756.0,9.0,34.083,142,Missouri
1.0,65.156,6.0,276.58334,162.23422,179.0,4.402,34.0,77.0,883.0,12.0,34.833,145,Ole Miss
5.0,68.689,8.0,278.0,149.64018,85.083,2.767,21.0,53.0,790.0,10.0,26.0,2579,South Carolina
7.0,64.103,5.0,250.91667,144.16463,202.583,5.589,36.0,93.0,801.0,10.0,31.5,2633,Tennessee
4.0,64.706,9.0,262.33334,147.98615,141.417,3.937,42.0,96.0,720.0,7.0,33.667,245,Texas A&M
7.0,55.641,12.0,223.66667,126.75733,95.333,3.278,21.0,65.0,840.0,12.0,23.0,238,Vanderbilt
10.0,64.091,9.0,278.3846,154.591,171.923,4.533,33.0,80.0,875.0,15.0,34.923,2026,App State
4.0,56.471,8.0,224.0,132.73422,151.5,4.208,24.0,80.0,911.0,6.0,27.75,2032,Arkansas State
8.0,67.109,9.0,266.83334,152.05815,156.083,4.407,20.0,56.0,818.0,14.0,28.0,324,Coastal Carolina
9.0,64.299,17.0,298.25,128.94273,124.25,4.188,23.0,83.0,744.0,13.0,30.833,290,Georgia Southern
7.0,66.667,7.0,200.91667,137.56906,171.583,4.438,27.0,73.0,776.0,10.0,25.75,2247,Georgia State
4.0,67.848,10.0,287.08334,163.61842,143.167,4.023,45.0,110.0,808.0,13.0,35.167,256,James Madison
11.0,66.176,9.0,221.83333,148.96913,183.5,5.074,33.0,64.0,846.0,10.0,32.25,309,Louisiana
11.0,64.706,17.0,223.5,123.75348,134.25,3.854,33.0,79.0,877.0,11.0,23.25,276,Marshall
7.0,56.342,10.0,200.75,128.62798,150.0,4.063,15.0,72.0,1061.0,9.0,22.917,295,Old Dominion
9.0,68.367,10.0,264.91666,151.59308,160.0,4.444,27.0,75.0,767.0,11.0,30.833,6,South Alabama
8.0,51.791,8.0,190.66667,113.96456,163.417,4.043,25.0,57.0,793.0,9.0,23.167,2572,Southern Miss
14.0,68.0,9.0,280.83334,154.06999,190.917,4.704,34.0,101.0,874.0,6.0,36.0,326,Texas State
12.0,61.575,5.0,267.92307,151.85828,158.385,4.476,45.0,97.0,845.0,9.0,31.154,2653,Troy
5.0,51.304,13.0,174.83333,109.19622,146.25,4.229,24.0,73.0,936.0,11.0,17.333,2433,UL Monroe
