fumbles_lost,completion_pct,interceptions_thrown,pass_yards_per_game,passer_rating,rush_yards_per_game,yards_per_carry,sacks,tackles_for_loss,total_tackles,interceptions_caught,points_per_game,team_id,school
7.0,59.15,6.0,161.15384,125.67558,258.0,5.526,26.0,73.0,844.0,12.0,29.0,55,Jacksonville State
6.0,62.532,9.0,245.6923,148.52303,158.615,4.051,31.0,88.0,926.0,8.0,28.308,338,Kennesaw State
8.0,55.063,13.0,195.5,120.68393,194.0,4.583,17.0,49.0,768.0,7.0,25.583,2335,Liberty
4.0,63.265,9.0,167.91667,122.57374,196.583,4.804,19.0,74.0,819.0,20.0,27.833,2348,Louisiana Tech
6.0,59.6,7.0,266.58334,125.72319,105.0,4.0,23.0,68.0,771.0,10.0,22.417,2393,Middle Tennessee
5.0,63.0,11.0,273.91666,147.98119,117.917,3.724,22.0,53.0,759.0,8.0,25.417,2623,Missouri State
8.0,58.475,16.0,250.66667,117.113785,77.25,2.597,19.0,60.0,877.0,15.0,21.583,166,New Mexico State
6.0,54.756,10.0,184.08333,107.49754,132.0,4.27,21.0,66.0,819.0,8.0,17.917,2534,Sam Houston
4.0,54.501,20.0,216.25,114.66791,115.583,3.699,28.0,86.0,953.0,5.0,23.333,2638,UTEP
7.0,66.593,11.0,272.58334,137.37538,132.833,4.184,16.0,64.0,797.0,8.0,29.917,98,Western Kentucky
4.0,67.183,6.0,255.08333,168.61559,203.417,5.69,36.0,70.0,734.0,21.0,41.833,87,Notre Dame
1.0,68.119,1.0,301.08334,159.97823,159.0,5.061,36.0,76.0,899.0,11.0,36.917,41,UConn
8.0,51.733,9.0,219.0,118.25563,134.5,3.719,27.0,72.0,811.0,11.0,22.25,2006,Akron
8.0,56.475,8.0,139.91667,115.69961,131.75,3.498,23.0,58.0,780.0,9.0,15.833,2050,Ball State
2.0,58.042,12.0,151.25,117.956406,155.5,3.953,22.0,74.0,765.0,6.0,20.5,189,Bowling Green
8.0,57.178,14.0,229.0,121.783875,132.333,3.845,38.0,74.0,898.0,7.0,24.0,2084,Buffalo
6.0,67.686,6.0,166.16667,157.20052,169.5,3.98,27.0,64.0,820.0,12.0,23.833,2117,Central Michigan
3.0,61.139,11.0,234.75,128.96916,142.5,4.385,15.0,50.0,898.0,7.0,24.083,2199,Eastern Michigan
7.0,55.631,6.0,197.08333,141.8654,97.25,2.925,25.0,70.0,886.0,6.0,21.25,2309,Kent State
7.0,53.735,9.0,165.08333,95.85165,82.417,2.81,15.0,42.0,946.0,4.0,11.083,113,Massachusetts
3.0,50.716,10.0,196.15384,122.43929,152.615,4.221,40.0,77.0,878.0,14.0,25.231,193,Miami (OH)
5.0,52.869,6.0,98.833336,99.60307,187.083,4.481,14.0,43.0,835.0,9.0,17.083,2459,Northern Illinois
7.0,60.943,10.0,187.58333,133.42816,229.083,5.338,20.0,57.0,777.0,11.0,28.667,195,Ohio
4.0,64.42,10.0,244.0,148.44948,177.833,4.94,36.0,89.0,762.0,13.0,31.583,2649,Toledo
8.0,60.49,5.0,139.92308,119.648766,196.615,4.407,38.0,76.0,795.0,10.0,23.615,2711,Western Michigan
5.0,59.146,7.0,145.16667,165.99333,261.417,4.797,16.0,41.0,713.0,7.0,30.167,2005,Air Force
7.0,58.741,9.0,244.3077,133.65327,188.385,4.647,23.0,77.0,717.0,14.0,31.385,68,Boise State
8.0,61.675,12.0,215.91667,123.38485,108.25,3.579,16.0,46.0,899.0,8.0,18.667,36,Colorado State
7.0,63.818,13.0,180.41667,120.44342,169.917,4.645,21.0,64.0,683.0,19.0,26.417,278,Fresno State
6.0,64.358,12.0,289.66666,136.40814,104.0,3.566,30.0,65.0,726.0,8.0,28.5,62,Hawai'i
10.0,59.15,17.0,148.66667,107.79431,153.5,4.396,19.0,65.0,758.0,11.0,17.583,2440,Nevada
13.0,65.839,9.0,214.5,144.82095,155.083,4.328,33.0,73.0,790.0,9.0,27.917,167,New Mexico
4.0,58.498,8.0,153.66667,125.14074,188.083,4.469,32.0,63.0,708.0,13.0,24.833,21,San Diego State
10.0,55.714,17.0,282.25,118.285774,120.0,4.543,18.0,52.0,817.0,7.0,21.417,23,San José State
7.0,65.99,8.0,256.0,152.98631,203.077,5.641,29.0,64.0,845.0,13.0,35.923,2439,UNLV
6.0,60.638,4.0,251.41667,146.97542,171.5,4.865,27.0,55.0,900.0,10.0,31.75,328,Utah State
6.0,55.844,12.0,183.0,108.66645,131.667,4.051,18.0,54.0,667.0,10.0,16.0,2751,Wyoming
7.0,60.325,13.0,225.83333,117.83145,123.917,3.645,16.0,63.0,795.0,8.0,18.333,204,Oregon State
6.0,64.641,12.0,197.0,127.44863,117.583,3.536,28.0,63.0,772.0,5.0,21.583,265,Washington State
7.0,65.293,5.0,273.15384,149.30325,116.231,3.564,25.0,74.0,703.0,10.0,31.231,333,Alabama
9.0,60.63,11.0,262.91666,143.47151,191.917,5.686,22.0,65.0,815.0,6.0,32.917,8,Arkansas
4.0,61.05,4.0,197.08333,123.74483,176.833,4.674,31.0,79.0,689.0,11.0,26.75,2,Auburn
4.0,62.567,14.0,204.58333,126.10096,136.75,4.262,26.0,60.0,811.0,10.0,21.583,57,Florida
5.0,69.792,7.0,220.3077,149.4182,186.615,4.468,20.0,56.0,744.0,9.0,31.923,61,Georgia
8.0,62.228,14.0,201.91667,123.37668,139.167,3.866,25.0,69.0,775.0,12.0,23.0,96,Kentucky
6.0,65.947,7.0,226.41667,130.77663,106.25,3.602,27.0,62.0,763.0,17.0,22.0,99,LSU
6.0,62.707,9.0,236.75,140.97862,161.667,3.826,20.0,54.0,946.0,12.0,30.5,344,Mississippi State
6.0,64.012,10.0,195.25,130.77458,234.083,5.34,35.0,84.0,714.0,7.0,32.167,142,Missouri
5.0,61.44,10.0,229.91667,128.60413,123.75,3.694,41.0,116.0,806.0,9.0,26.417,201,Oklahoma
4.0,64.356,8.0,309.58334,155.61269,188.5,4.579,25.0,63.0,755.0,7.0,37.25,145,Ole Miss
7.0,61.111,11.0,225.25,133.61644,111.083,3.243,21.0,64.0,756.0,12.0,22.667,2579,South Carolina
5.0,66.348,10.0,307.16666,155.94612,174.833,4.571,36.0,82.0,899.0,10.0,40.75,2633,Tennessee
1.0,61.24,7.0,253.16667,145.73254,129.667,3.949,38.0,76.0,836.0,13.0,29.583,251,Texas
4.0,60.598,12.0,261.75,149.0852,192.667,4.994,41.0,104.0,710.0,3.0,36.333,245,Texas A&M
4.0,70.166,8.0,282.33334,169.88646,185.917,5.81,29.0,76.0,761.0,7.0,39.417,238,Vanderbilt
7.0,59.081,11.0,262.0,125.4721,122.667,3.874,28.0,74.0,896.0,12.0,25.333,2026,App State
11.0,66.527,12.0,257.16666,127.47381,127.5,3.617,31.0,67.0,888.0,7.0,24.417,2032,Arkansas State
9.0,55.143,11.0,157.75,107.49259,165.083,4.422,19.0,67.0,805.0,11.0,22.833,324,Coastal Carolina
4.0,62.808,8.0,253.33333,142.0874,147.667,4.179,12.0,58.0,828.0,8.0,27.833,290,Georgia Southern
6.0,60.632,11.0,254.08333,125.20381,124.083,4.068,18.0,57.0,864.0,3.0,19.75,2247,Georgia State
6.0,59.821,10.0,202.53847,143.26283,245.769,5.557,36.0,85.0,808.0,12.0,37.308,256,James Madison
3.0,54.426,13.0,156.16667,109.41324,189.833,4.786,21.0,52.0,909.0,9.0,27.083,309,Louisiana
9.0,65.075,6.0,207.91667,141.78754,197.5,4.731,28.0,78.0,856.0,13.0,30.75,276,Marshall
13.0,58.824,10.0,223.83333,148.67027,236.917,5.697,35.0,82.0,968.0,11.0,32.167,295,Old Dominion
6.0,68.387,6.0,181.16667,137.26492,199.667,4.512,12.0,56.0,825.0,6.0,26.5,6,South Alabama
4.0,65.271,10.0,266.75,146.89081,137.0,3.788,26.0,67.0,1030.0,21.0,29.833,2572,Southern Miss
8.0,70.149,7.0,255.5,160.57715,220.5,5.108,22.0,83.0,837.0,8.0,36.083,326,Texas State
6.0,58.416,10.0,215.38461,128.02304,98.769,2.791,32.0,82.0,921.0,10.0,24.308,2653,Troy
7.0,56.766,12.0,160.41667,118.54783,160.75,4.486,24.0,68.0,770.0,5.0,16.583,2433,UL Monroe
